Prince 5, Monthly Means,,,,
year,month,depth,temperature,salinity,sigmaTheta
1965,9,90,7.75,32.66,25.47
1965,10,0,8.9,32.5,25.18
1965,10,10,8.71,32.48,25.19
1965,10,25,8.69,32.5,25.21
1965,10,50,8.66,32.59,25.28
1965,10,75,8.59,32.68,25.37
1965,10,90,8.6,32.88,25.52
1965,11,0,6.6,32.66,25.63
1965,11,10,6.92,32.74,25.65
1965,11,25,7,32.72,25.62
1965,11,50,7,32.79,25.68
1965,11,75,7,32.83,25.71
1965,11,90,7.03,32.84,25.71
1965,12,0,5.2,32.23,25.46
1965,12,10,5.05,32.23,25.47
1965,12,25,5.13,32.21,25.45
1965,12,50,5.15,32.21,25.45
1965,12,75,5.1,32.23,25.47
1965,12,90,5.26,32.52,25.68
1966,1,0,2.9,32.21,25.67
1966,1,10,3.02,32.27,25.7
1966,1,25,3.06,32.23,25.67
1966,1,50,3.05,32.25,25.69
1966,1,75,3.03,32.34,25.76
1966,1,90,3.16,32.3,25.72
1966,2,0,1.5,32.14,25.72
1966,2,10,1.15,32.1,25.7
1966,2,25,1.17,32.09,25.7
1966,2,50,1.17,32.11,25.71
1966,2,75,1.17,32.09,25.7
1966,2,90,1.28,32.1,25.7
1966,3,0,1.5,31.8,25.44
1966,3,10,1.17,31.85,25.5
1966,3,25,1.12,31.78,25.45
1966,3,50,1.11,31.83,25.49
1966,3,75,1.19,31.91,25.55
1966,3,90,1.2,31.89,25.53
1966,4,0,2.6,30.88,24.63
1966,4,10,2.36,31,24.74
1966,4,25,2.21,31.51,25.16
1966,4,50,2.18,31.58,25.22
1966,4,75,2.17,31.65,25.28
1966,4,90,2.12,31.91,25.49
1966,5,0,4.2,31.49,24.98
1966,5,10,3.15,31.67,25.22
1966,5,25,3.2,31.69,25.23
1966,5,50,3.1,31.94,25.43
1966,5,75,3.08,32.01,25.49
1966,5,90,2.89,32.12,25.6
1966,6,0,7.4,31.15,24.33
1966,6,10,6.58,31.09,24.39
1966,6,25,5.97,31.31,24.64
1966,6,50,5.17,31.65,25
1966,6,75,4.88,31.78,25.14
1966,6,90,4.02,32.2,25.56
1966,7,0,9.1,31.53,24.39
1966,7,10,7.72,31.64,24.68
1966,7,25,7.21,31.78,24.86
1966,7,50,6.6,31.85,24.99
1966,7,75,5.87,32.03,25.22
1966,7,90,5.19,32.23,25.46
1966,8,0,10.4,31.94,24.5
1966,8,10,8.89,31.94,24.74
1966,8,25,8.96,31.91,24.71
1966,8,50,9.64,31.96,24.64
1966,8,75,8.96,31.96,24.74
1966,8,90,8.4,32.14,24.97
1966,9,0,11.2,32.1,24.48
1966,9,10,10.14,32.07,24.64
1966,9,25,10.27,32.2,24.72
1966,9,50,10.15,32.25,24.78
1966,9,75,9.86,32.32,24.88
1966,9,90,9.61,32.36,24.96
1966,10,0,9.3,32.36,25
1966,10,10,9.53,32.36,24.97
1966,10,25,9.41,32.43,25.04
1966,10,50,9.37,32.41,25.03
1966,10,75,9.4,32.45,25.06
1966,10,90,9.01,32.52,25.18
1966,11,0,7.6,31.96,24.94
1966,11,10,8.11,32.18,25.04
1966,11,25,8.19,32.3,25.13
1966,11,50,8.13,32.38,25.2
1966,11,75,8.09,32.36,25.19
1966,11,90,8.09,32.38,25.2
1966,12,0,6.4,32.1,25.21
1966,12,10,6.28,32.07,25.2
1966,12,25,6.36,32.2,25.3
1966,12,50,6.34,32.21,25.31
1966,12,75,6.4,32.32,25.39
1966,12,90,6.36,32.39,25.45
1967,1,0,2.5,31.89,25.44
1967,1,10,3.44,32.1,25.53
1967,1,25,4.03,32.14,25.51
1967,1,50,4,32.18,25.54
1967,1,75,4.16,32.25,25.58
1967,1,90,4.18,32.25,25.58
1967,2,0,2.9,32.09,25.57
1967,2,10,3.1,32.1,25.56
1967,2,25,3.1,32.12,25.58
1967,2,50,3.11,32.16,25.61
1967,2,75,3.03,32.18,25.63
1967,2,90,2.96,32.2,25.65
1967,3,0,0.6,31.87,25.55
1967,3,10,0.3,31.85,25.55
1967,3,25,0.3,31.87,25.57
1967,3,50,0.4,31.89,25.58
1967,3,75,0.5,31.91,25.59
1967,3,90,0.5,31.91,25.59
1967,4,0,-0.2,-99,-99
1967,4,10,1.3,-99,-99
1967,4,25,1.3,-99,-99
1967,4,50,1.2,-99,-99
1967,4,75,1.3,-99,-99
1967,4,90,1.2,-99,-99
1967,5,0,3,31.26,24.9
1967,5,10,3.18,31.24,24.87
1967,5,25,4,31.29,24.84
1967,5,50,3.49,31.35,24.93
1967,5,75,3.77,31.69,25.18
1967,5,90,2.6,31.91,25.45
1967,6,0,5.5,31.17,24.59
1967,6,10,5.3,31.13,24.58
1967,6,25,5.38,31.17,24.6
1967,6,50,5.17,31.26,24.69
1967,6,75,4.8,31.26,24.73
1967,6,90,3.84,31.29,24.85
1967,7,0,7.7,31.2,24.33
1967,7,10,6.89,31.26,24.49
1967,7,25,6.56,31.35,24.6
1967,7,50,6.34,31.47,24.72
1967,7,75,6.13,31.55,24.81
1967,7,90,5.37,31.73,25.04
1967,8,0,8.7,31.73,24.6
1967,8,10,8.1,31.71,24.68
1967,8,25,8.18,31.76,24.7
1967,8,50,7.76,31.82,24.81
1967,8,75,7.37,31.89,24.92
1967,8,90,7.19,32,25.03
1967,9,0,8.4,32.09,24.93
1967,9,10,8.72,32.16,24.94
1967,9,25,8.8,32.12,24.89
1967,9,50,8.67,32.16,24.95
1967,9,75,8.48,32.2,25.01
1967,9,90,8.18,32.2,25.05
1967,10,0,9.2,32.09,24.81
1967,10,10,9.01,32.11,24.85
1967,10,25,9,32.21,24.93
1967,10,50,8.92,32.27,24.99
1967,10,75,8.85,32.34,25.06
1967,10,90,8.38,32.29,25.09
1967,11,0,8.2,32.1,24.97
1967,11,10,8.17,32.1,24.97
1967,11,25,8.49,32.16,24.97
1967,11,50,8.45,32.34,25.12
1967,11,75,8.29,32.52,25.28
1967,11,90,8.05,32.7,25.46
1967,12,0,5.5,31.89,25.15
1967,12,10,5.63,31.92,25.16
1967,12,25,5.9,31.98,25.18
1967,12,50,5.71,31.97,25.19
1967,12,75,5.67,31.96,25.19
1967,12,90,5.6,32.01,25.24
1968,1,0,1.5,32.03,25.63
1968,1,10,1.9,32.09,25.65
1968,1,25,1.9,32.09,25.65
1968,1,50,1.9,32.12,25.67
1968,1,75,2,32.25,25.77
1968,1,90,2,32.29,25.8
1968,2,0,0.6,31.89,25.57
1968,2,10,0.6,31.89,25.57
1968,2,25,0.6,31.94,25.61
1968,2,50,1,32.03,25.66
1968,2,75,1,32.09,25.71
1968,2,90,1,32.12,25.73
1968,3,0,1,31.6,25.31
1968,3,10,0.8,31.65,25.36
1968,3,25,0.8,31.65,25.36
1968,3,50,0.8,31.67,25.38
1968,3,75,0.8,31.65,25.36
1968,3,90,0.8,31.71,25.41
1968,4,0,2.8,30.77,24.53
1968,4,10,2.45,30.88,24.64
1968,4,25,2.41,30.91,24.67
1968,4,50,2.25,31.35,25.03
1968,4,75,2.25,31.46,25.12
1968,4,90,2.25,31.47,25.13
1968,5,0,4.3,31.49,24.97
1968,5,10,4.25,31.46,24.95
1968,5,25,4.2,31.51,24.99
1968,5,50,4.1,31.51,25
1968,5,75,4.1,31.58,25.06
1968,5,90,3.6,31.94,25.39
1968,6,0,6.7,31.08,24.37
1968,6,10,6.4,31.49,24.73
1968,6,25,6.2,31.56,24.81
1968,6,50,6,31.74,24.98
1968,6,75,5.6,31.89,25.14
1968,6,90,5.5,31.89,25.15
1968,7,0,8.8,31.92,24.74
1968,7,10,8.8,31.94,24.75
1968,7,25,8.65,31.96,24.79
1968,7,50,8.6,31.96,24.8
1968,7,75,7.6,32.14,25.09
1968,7,90,7.4,32.2,25.16
1968,8,0,10.6,32.18,24.65
1968,8,10,10.45,32.12,24.63
1968,8,25,10.25,32.14,24.68
1968,8,50,9.9,32.25,24.82
1968,8,75,9.6,32.3,24.91
1968,8,90,9.25,32.34,25
1968,9,0,11.9,32.29,24.5
1968,9,10,11.8,32.29,24.52
1968,9,25,11.2,32.39,24.71
1968,9,50,11.2,32.41,24.72
1968,9,75,10.2,32.5,24.97
1968,9,90,9.6,32.7,25.22
1968,10,0,11.1,32.52,24.83
1968,10,10,11.1,32.57,24.87
1968,10,25,11.1,32.57,24.87
1968,10,50,11.1,32.59,24.88
1968,10,75,11,32.5,24.83
1968,10,90,10.4,32.7,25.09
1968,11,0,8.1,32.65,25.41
1968,11,10,8.9,32.72,25.35
1968,11,25,8.9,32.74,25.36
1968,11,50,8.9,32.74,25.36
1968,11,75,8.9,32.74,25.36
1968,11,90,9.1,33.26,25.74
1968,12,0,6.1,32.63,25.67
1968,12,10,6.4,32.63,25.63
1968,12,25,6,32.75,25.78
1968,12,50,7.2,32.94,25.77
1968,12,75,7.2,32.95,25.78
1968,12,90,7.2,32.92,25.75
1969,1,0,3.4,32.45,25.81
1969,1,10,4.1,32.54,25.82
1969,1,25,4,32.57,25.85
1969,1,50,3.8,32.68,25.96
1969,1,75,3.6,-99,-99
1969,1,90,3.4,-99,-99
1969,2,0,2.8,32.32,25.76
1969,2,10,2.9,32.32,25.75
1969,2,25,3,32.36,25.78
1969,2,50,3,32.45,25.85
1969,2,75,3.1,32.48,25.87
1969,2,90,3.1,32.48,25.87
1969,3,0,1.8,32.14,25.69
1969,3,10,2,32.16,25.7
1969,3,25,2,32.2,25.73
1969,3,50,2,32.2,25.73
1969,3,75,2.2,32.27,25.77
1969,3,90,2.2,32.21,25.72
1969,4,0,3,31.33,24.96
1969,4,10,3.2,31.51,25.08
1969,4,25,3.1,31.65,25.2
1969,4,50,3.1,31.62,25.18
1969,4,75,3.1,31.62,25.18
1969,4,90,3.1,31.65,25.2
1969,5,0,5.2,31.29,24.71
1969,5,10,4.6,31.36,24.83
1969,5,25,4.6,31.47,24.92
1969,5,50,4.4,31.56,25.01
1969,5,75,4.3,31.67,25.11
1969,5,90,3.8,31.94,25.37
1969,6,0,8.3,31.35,24.37
1969,6,10,7.6,31.47,24.56
1969,6,25,7.6,31.69,24.73
1969,6,50,7,31.82,24.91
1969,6,75,6.6,-99,-99
1969,6,90,6.6,-99,-99
1969,7,0,10,31.62,24.31
1969,7,10,9.6,31.62,24.38
1969,7,25,9.6,31.62,24.38
1969,7,50,9.4,31.62,24.41
1969,7,75,9,31.73,24.56
1969,7,90,8.8,31.74,24.6
1969,8,0,12.1,31.47,23.83
1969,8,10,11.8,31.69,24.06
1969,8,25,11.4,31.6,24.06
1969,8,50,10.4,31.8,24.39
1969,8,75,9.8,31.92,24.58
1969,8,90,9.8,31.98,24.63
1969,9,0,11.7,32.03,24.34
1969,9,10,11.4,32.25,24.56
1969,9,25,11.2,32.3,24.64
1969,9,50,10.4,32.61,25.02
1969,9,75,9.7,32.79,25.28
1969,9,90,9.2,32.99,25.51
1969,10,0,10.5,32.48,24.9
1969,10,10,10.3,32.48,24.93
1969,10,25,10.2,32.52,24.98
1969,10,50,10.2,32.59,25.04
1969,10,75,10.1,32.75,25.18
1969,10,90,9.6,33.01,25.46
1969,11,0,9.1,31.98,24.74
1969,11,10,9.4,32.09,24.78
1969,11,25,9.4,32.09,24.78
1969,11,50,9.4,32.12,24.8
1969,11,75,9.5,32.18,24.83
1969,11,90,9.5,32.45,25.04
1969,12,0,6.5,31.78,24.95
1969,12,10,7,31.8,24.9
1969,12,25,7.1,31.82,24.9
1969,12,50,7.2,31.87,24.93
1969,12,75,7.4,31.96,24.97
1969,12,90,7.4,32.09,25.07
1970,1,0,3.2,32.12,25.57
1970,1,10,3.5,32.18,25.59
1970,1,25,3.9,32.18,25.55
1970,1,50,4,32.2,25.56
1970,1,75,4.2,32.2,25.54
1970,1,90,4.2,32.2,25.54
1970,2,0,2.7,31.18,24.86
1970,2,10,3.1,31.26,24.89
1970,2,25,3.1,31.29,24.92
1970,2,50,3.2,31.38,24.98
1970,2,75,3.8,31.64,25.13
1970,2,90,3.8,31.8,25.26
1970,3,0,2.4,31.58,25.2
1970,3,10,2.4,31.51,25.15
1970,3,25,2.4,31.76,25.35
1970,3,50,2.4,31.76,25.35
1970,3,75,2.6,31.76,25.33
1970,3,90,2.8,31.85,25.39
1970,4,0,3.5,30.97,24.63
1970,4,10,3.2,31.33,24.94
1970,4,25,3.2,31.47,25.05
1970,4,50,3.2,31.76,25.28
1970,4,75,3.2,-99,-99
1970,4,90,3.2,31.96,25.44
1970,5,0,6.2,26.8,21.06
1970,5,10,4.3,30.53,24.2
1970,5,25,4.2,31.24,24.78
1970,5,50,4,31.42,24.94
1970,5,75,3.9,31.74,25.2
1970,5,90,3.8,31.67,25.16
1970,6,0,8.8,31.26,24.22
1970,6,10,6.4,31.22,24.52
1970,6,25,6.3,31.08,24.42
1970,6,50,5.2,31.11,24.57
1970,6,75,5.7,31.26,24.63
1970,7,0,9.6,31.71,24.45
1970,7,10,9.2,31.71,24.51
1970,7,25,8.7,31.85,24.7
1970,7,50,8.6,31.89,24.74
1970,7,75,7.6,32.23,25.16
1970,7,90,7.4,32.77,25.61
1970,8,0,12,31.91,24.19
1970,8,10,11.5,31.96,24.32
1970,8,25,11,32,24.44
1970,8,50,10.9,32.07,24.51
1970,8,75,10.9,32.07,24.51
1970,8,90,10.9,32.21,24.62
1970,9,0,12.5,32.14,24.28
1970,9,10,11,32.18,24.58
1970,9,25,11,32.18,24.58
1970,9,50,11,32.25,24.64
1970,9,75,11,32.39,24.74
1970,9,90,10.8,32.41,24.79
1970,10,0,11.4,32.34,24.63
1970,10,10,12.1,32.38,24.54
1970,10,25,12.1,32.38,24.54
1970,10,50,12.1,32.38,24.54
1970,10,75,12,32.41,24.58
1970,10,90,12,32.66,24.77
1970,11,0,9.3,31.92,24.66
1970,11,10,9.4,32.02,24.72
1970,11,25,9.4,32.03,24.73
1970,11,50,9.4,32.07,24.76
1970,11,75,9.4,32.14,24.82
1970,11,90,9.4,32.14,24.82
1970,12,0,5.3,32.02,25.28
1970,12,10,5.4,32.09,25.32
1970,12,25,5.6,32.14,25.34
1970,12,50,5.2,32.19,25.43
1970,12,75,5.4,32.27,25.47
1970,12,90,5.4,32.54,25.68
1971,2,0,0.7,31.33,25.11
1971,2,10,0.9,31.36,25.12
1971,2,25,0.9,31.55,25.28
1971,2,50,0.8,31.58,25.31
1971,2,75,1.1,31.69,25.38
1971,2,90,1.2,31.8,25.46
1971,3,0,2,31.13,24.87
1971,3,10,1.5,31.33,25.07
1971,3,25,1.6,31.33,25.06
1971,3,50,1.6,31.36,25.08
1971,3,75,1.5,31.55,25.24
1971,3,90,1.7,32.09,25.66
1971,4,0,2.1,31.27,24.98
1971,4,10,2.9,31.36,24.99
1971,4,25,2.9,31.55,25.14
1971,4,50,2.8,31.73,25.29
1971,4,75,2.6,31.76,25.33
1971,4,90,2.2,-99,-99
1971,5,0,5,30.12,23.81
1971,5,10,4.9,30.7,24.28
1971,5,25,4.9,30.88,24.42
1971,5,50,4.7,31.33,24.8
1971,5,75,4.3,31.76,25.18
1971,5,90,4.2,32.05,25.42
1971,6,0,7.5,31.06,24.25
1971,6,10,6.6,31.22,24.49
1971,6,25,6.7,31.26,24.51
1971,6,50,6.8,31.22,24.47
1971,6,75,6.9,31.33,24.54
1971,6,90,6.8,31.4,24.61
1971,7,0,10,31.46,24.19
1971,7,10,9.4,31.62,24.41
1971,7,25,9,31.73,24.56
1971,7,50,8.6,31.71,24.6
1971,7,75,-99,31.85,-99
1971,7,90,8.8,31.94,24.75
1971,8,0,12,31.65,23.99
1971,8,10,12.6,31.82,24.01
1971,8,25,13.2,32.21,24.19
1971,8,50,13.5,32.16,24.1
1971,8,75,13,32.29,24.29
1971,8,90,13.1,32.43,24.38
1971,9,0,13.6,32.12,24.04
1971,9,10,12.2,32.12,24.32
1971,9,25,12,32.16,24.38
1971,9,50,12.2,32.14,24.33
1971,9,75,11.6,32.3,24.57
1971,9,90,11.6,32.48,24.71
1971,10,0,10.9,32.7,25
1971,10,10,10.9,32.66,24.97
1971,10,25,10.5,32.74,25.1
1971,10,50,10.9,32.75,25.04
1971,10,75,11,32.74,25.02
1971,10,90,11,32.77,25.04
1971,11,0,9.4,32.75,25.29
1971,11,10,9.8,32.75,25.23
1971,11,25,9.8,32.77,25.24
1971,11,50,9.7,32.83,25.31
1971,11,75,9.9,32.86,25.3
1971,11,90,10,32.92,25.33
1971,12,0,7.4,32.61,25.48
1971,12,10,5.4,32.61,25.74
1971,12,25,5.4,32.61,25.74
1971,12,50,5.8,32.61,25.69
1971,12,75,6.2,32.61,25.64
1971,12,90,5.4,32.63,25.75
1972,1,0,3.2,32.1,25.55
1972,1,10,3.8,32.16,25.55
1972,1,25,3.8,32.2,25.58
1972,1,50,3.9,32.21,25.58
1972,1,75,4.1,32.16,25.52
1972,1,90,4.2,32.23,25.56
1972,2,0,1.6,31.98,25.58
1972,2,10,1.4,31.96,25.58
1972,2,25,1.4,31.98,25.59
1972,2,50,1.3,32.03,25.64
1972,2,75,1.4,32.03,25.63
1972,2,90,2.1,32.03,25.59
1972,3,0,1.5,31.11,24.89
1972,3,10,0.9,31.22,25.01
1972,3,25,0.9,31.53,25.26
1972,3,50,0.8,31.62,25.34
1972,3,75,0.6,31.65,25.37
1972,3,90,0.8,31.67,25.38
1972,4,0,2.5,31.17,24.87
1972,4,10,2.2,31.22,24.93
1972,4,25,2.1,31.26,24.97
1972,4,50,2.1,31.27,24.98
1972,4,75,2,31.31,25.02
1972,4,90,2.1,31.47,25.14
1972,5,0,4.8,30.46,24.1
1972,5,10,4.3,30.57,24.24
1972,5,25,4.2,30.64,24.3
1972,5,50,3.8,31.56,25.07
1972,5,75,3.5,31.87,25.34
1972,5,90,3.2,32.09,25.55
1972,6,0,6.7,30.73,24.1
1972,6,10,6.2,30.91,24.3
1972,6,25,5.5,31.04,24.48
1972,6,50,5.4,31.13,24.56
1972,6,75,5.3,31.2,24.63
1972,6,90,5.1,31.73,25.07
1972,7,0,9.5,31.46,24.27
1972,7,10,8.9,31.4,24.32
1972,7,25,8.2,31.61,24.58
1972,7,50,8.2,31.82,24.75
1972,7,75,8.1,31.82,24.76
1972,7,90,8.2,31.87,24.79
1972,8,0,12.4,32.03,24.21
1972,8,10,12.5,32,24.17
1972,8,25,12.5,32.14,24.28
1972,8,50,12.5,32.2,24.32
1972,8,75,12.5,32.2,24.32
1972,8,90,12.2,32.47,24.59
1972,9,0,13.2,32.25,24.22
1972,9,10,11.87,32.28,24.5
1972,9,25,11,32.34,24.71
1972,9,50,10.94,32.34,24.72
1972,9,75,11.03,32.45,24.79
1972,9,90,10,32.65,25.12
1972,10,0,10.3,32.52,24.97
1972,10,10,10.23,32.57,25.02
1972,10,25,10.5,32.61,25
1972,10,50,10.38,32.71,25.1
1972,10,75,10.23,32.8,25.2
1972,10,90,10.2,32.84,25.23
1972,11,0,7.1,32.16,25.17
1972,11,10,7.17,32.15,25.15
1972,11,25,7.5,32.18,25.13
1972,11,50,7.44,32.18,25.14
1972,11,75,7.47,32.19,25.14
1972,11,90,7.8,32.32,25.2
1972,12,0,5.5,31.76,25.05
1972,12,10,5.5,31.76,25.05
1972,12,25,5.5,31.8,25.08
1972,12,50,5.44,31.8,25.09
1972,12,75,5.67,31.8,25.06
1972,12,90,6.1,32.38,25.47
1973,1,0,2.3,31.74,25.34
1973,1,10,2.97,31.8,25.33
1973,1,25,4.4,32.05,25.4
1973,1,50,3.78,32.05,25.46
1973,1,75,3.87,32.06,25.46
1973,1,90,3.5,32.18,25.59
1973,2,0,1.8,31.4,25.1
1973,2,10,1.87,31.37,25.07
1973,2,25,1.8,31.36,25.07
1973,2,50,1.8,31.37,25.08
1973,2,75,2,31.41,25.1
1973,2,90,2.1,31.56,25.21
1973,3,0,4.5,30.64,24.27
1973,3,10,4.5,30.7,24.32
1973,3,25,4.8,31.17,24.66
1973,3,50,4.86,31.21,24.69
1973,3,75,4.97,31.27,24.72
1973,3,90,5,31.8,25.14
1973,4,0,3.5,30.73,24.44
1973,4,10,3.77,30.98,24.61
1973,4,25,2.7,31.13,24.82
1973,4,50,2.76,31.17,24.85
1973,4,75,2.53,31.3,24.97
1973,4,90,3,31.55,25.13
1973,5,0,6.2,29.31,23.04
1973,5,10,5.47,29.62,23.36
1973,5,25,5.1,31.02,24.51
1973,5,50,4.66,31.02,24.56
1973,5,75,4.4,31.18,24.71
1973,5,90,4.2,31.74,25.17
1973,6,0,7.2,30.95,24.2
1973,6,10,7.13,30.98,24.24
1973,6,25,7.1,31.18,24.4
1973,6,50,6.48,31.33,24.6
1973,6,75,5.97,31.53,24.82
1973,6,90,5.6,31.94,25.18
1973,7,0,11,30.99,23.66
1973,7,10,10.1,31,23.81
1973,7,25,10,31.22,24
1973,7,50,10,31.58,24.28
1973,7,75,10,31.87,24.51
1973,7,90,10.2,32.23,24.76
1973,8,0,10.5,31.4,24.06
1973,8,10,10.7,31.53,24.13
1973,8,25,9.8,31.8,24.49
1973,8,50,10.5,31.85,24.41
1973,8,75,9.2,31.98,24.72
1973,8,90,9.1,32.45,25.11
1973,9,0,11.5,32.21,24.52
1973,9,10,11.3,32.4,24.7
1973,9,25,11.4,32.5,24.76
1973,9,50,11.21,32.54,24.82
1973,9,75,11.23,32.57,24.84
1973,9,90,11,32.57,24.88
1973,10,0,11.4,-99,-99
1973,10,10,11,-99,-99
1973,10,25,10.9,-99,-99
1973,10,50,10.9,-99,-99
1973,10,75,10.9,-99,-99
1973,10,90,10.8,-99,-99
1973,11,0,12.8,33.03,24.91
1973,11,10,10.8,33.04,25.29
1973,11,25,9.7,33.04,25.47
1973,11,50,9.51,33.07,25.53
1973,11,75,9.4,33.09,25.56
1973,11,90,9.8,33.17,25.56
1973,12,0,7.5,32.25,25.19
1973,12,10,7.4,32.25,25.2
1973,12,25,7.4,32.3,25.24
1973,12,50,7.3,32.34,25.28
1973,12,75,7.5,32.4,25.3
1973,12,90,-99,32.5,-99
1974,1,0,3.2,32.38,25.78
1974,1,10,4,32.38,25.7
1974,1,25,4.4,32.43,25.7
1974,1,50,4.4,32.46,25.73
1974,1,75,4.67,32.53,25.75
1974,1,90,4.7,32.61,25.81
1974,2,0,2,32.25,25.77
1974,2,10,2.4,32.23,25.72
1974,2,25,2.9,32.25,25.7
1974,2,50,3.1,32.32,25.74
1974,2,75,3.4,32.41,25.78
1974,2,90,3.2,32.43,25.82
1974,3,0,2.5,31.89,25.44
1974,3,10,2.42,31.91,25.47
1974,3,25,2.63,31.94,25.47
1974,3,50,2.75,32.03,25.54
1974,3,75,2.42,32.14,25.65
1974,3,90,2.84,32.23,25.69
1974,4,0,2.4,31.69,25.29
1974,4,10,2.3,31.67,25.28
1974,4,25,-99,31.73,-99
1974,4,50,2.3,31.78,25.37
1974,4,75,-99,31.82,-99
1974,4,90,2.4,31.87,25.44
1974,5,0,5,31.29,24.74
1974,5,10,5,31.29,24.74
1974,5,25,4.9,31.4,24.83
1974,5,50,4.9,31.46,24.88
1974,5,75,4.8,31.53,24.95
1974,5,90,4.8,31.58,24.99
1974,6,0,6.1,31.47,24.75
1974,6,10,6.43,31.47,24.71
1974,6,25,6.5,31.49,24.72
1974,6,50,6.44,31.57,24.79
1974,6,75,5.6,31.92,25.17
1974,6,90,5.2,32.16,25.4
1974,7,0,11.2,31.13,23.73
1974,7,10,9.8,31.46,24.22
1974,7,25,9,31.58,24.44
1974,7,50,8.63,31.85,24.71
1974,7,75,8.13,32.22,25.07
1974,7,90,8,32.97,25.68
1974,8,0,11,32.07,24.5
1974,8,10,10.33,32.06,24.6
1974,8,25,10.8,32.18,24.62
1974,8,50,10.8,32.09,24.55
1974,8,75,10.8,32.13,24.58
1974,8,90,10.6,32.07,24.56
1974,9,0,-99,32.38,-99
1974,9,10,-99,32.43,-99
1974,9,25,-99,32.47,-99
1974,9,50,-99,32.56,-99
1974,9,75,-99,32.64,-99
1974,9,90,-99,32.94,-99
1974,10,0,11.6,32.75,24.92
1974,10,10,11.13,32.75,25
1974,10,25,10.9,32.75,25.04
1974,10,50,-99,32.75,-99
1974,10,75,10.67,32.73,25.07
1974,10,90,-99,32.75,-99
1974,11,0,10.5,-99,-99
1974,11,10,10.1,-99,-99
1974,11,25,9.9,-99,-99
1974,11,50,10.4,-99,-99
1974,11,75,10.1,-99,-99
1974,11,90,9.9,-99,-99
1974,12,10,7.22,-99,-99
1974,12,25,7.22,-99,-99
1974,12,50,7.6,-99,-99
1974,12,75,7.56,-99,-99
1974,12,90,7.42,-99,-99
1975,1,0,5,32.18,25.44
1975,1,10,5,32.18,25.44
1975,1,25,5,32.25,25.5
1975,1,50,5.1,32.2,25.45
1975,1,75,5.2,32.18,25.42
1975,1,90,5.1,32.32,25.54
1975,2,0,-99,32.16,-99
1975,2,10,1.8,32.16,25.71
1975,2,25,2,32.18,25.71
1975,2,50,2,32.34,25.84
1975,2,75,2.2,32.38,25.86
1975,2,90,2.2,32.3,25.79
1975,3,0,2,32.09,25.64
1975,3,10,2,32.07,25.62
1975,3,25,2.8,32.11,25.6
1975,3,50,2,32.16,25.7
1975,3,75,2.2,32.16,25.68
1975,3,90,2.2,32.14,25.67
1975,4,0,2.46667,31.3767,25.0333
1975,4,10,2.1,31.42,25.1
1975,4,25,2.1,-99,-99
1975,4,50,2.1,31.65,25.28
1975,4,75,2.2,-99,-99
1975,4,90,2.2,-99,-99
1975,5,0,5,-99,-99
1975,5,10,4.6,-99,-99
1975,5,25,4.6,-99,-99
1975,5,50,4.5,-99,-99
1975,5,75,4.4,-99,-99
1975,5,90,4.4,-99,-99
1975,6,0,8.4,31.02,24.09
1975,6,10,6.8,31.06,24.34
1975,6,25,6.5,31.09,24.4
1975,6,50,6.4,31.13,24.45
1975,6,75,7,31.11,24.36
1975,6,90,6.4,31.13,24.45
1975,7,0,9,31.33,24.25
1975,7,10,8.1,31.38,24.42
1975,7,25,7.8,31.44,24.51
1975,7,50,7.6,31.46,24.55
1975,7,75,7.8,31.56,24.6
1975,7,90,7.5,31.62,24.69
1975,8,0,10.8,31.62,24.18
1975,8,10,10.4,31.74,24.34
1975,8,25,10,31.85,24.49
1975,8,50,9.8,31.89,24.56
1975,8,75,9.4,31.89,24.62
1975,8,90,8.5,32.07,24.9
1975,9,0,11.5,32.1,24.43
1975,9,10,10.8,32.16,24.6
1975,9,25,10.6,32.29,24.74
1975,9,50,10.3,32.32,24.81
1975,9,75,10.4,32.36,24.82
1975,9,90,10.4,32.36,24.82
1975,10,0,9.8,32.39,24.95
1975,10,10,10.4,32.45,24.89
1975,10,25,10.3,32.48,24.93
1975,10,50,10.2,32.47,24.94
1975,10,75,10.3,32.47,24.93
1975,10,90,10.2,32.5,24.97
1975,11,0,9.5,32.305,24.88
1975,11,10,9.6,32.21,24.84
1975,11,25,9.6,32.23,24.86
1975,11,50,9.5,32.23,24.87
1975,11,75,9.7,32.29,24.89
1975,11,90,9.9,32.38,24.92
1976,2,0,0,30.99,24.87
1976,2,10,2.6,31.24,24.92
1976,2,25,2.7,31.49,25.11
1976,2,50,2.8,31.73,25.29
1976,2,75,3.1,31.78,25.31
1976,2,90,3.6,31.96,25.41
1976,3,0,3.8,32,25.42
1976,3,10,3.5,31.92,25.38
1976,3,25,3.4,31.91,25.38
1976,3,50,3.4,31.98,25.44
1976,3,75,3.5,32.29,25.68
1976,3,90,4,32.36,25.69
1976,4,0,4.2,31.55,25.02
1976,4,10,4.5,31.51,24.96
1976,4,25,4.4,31.73,25.15
1976,4,50,4.4,31.76,25.17
1976,4,75,4.5,31.8,25.19
1976,4,90,4.4,31.82,25.22
1976,5,0,6.5,-99,-99
1976,5,10,6.5,31.05,24.37
1976,5,25,6.2,31.62,24.86
1976,5,50,6.4,31.94,25.09
1976,5,75,6,31.83,25.05
1976,5,90,5.6,-99,-99
1976,6,0,9,31.64,24.49
